Age,Gender,Education Level,Job Title,Years of Experience,Salary
20,Female,High School,Research Scientist,1,41539.28
28,Male,PhD,Backend Developer,0,124460.43
31,Male,Bachelor's,Product Manager,9,87841.14
58,Female,Master's,Business Analyst,22,132333.39
59,Male,PhD,Sales Manager,30,174041.05
30,Female,PhD,Customer Service Manager,1,87651.98
25,Female,Bachelor's,DevOps Engineer,3,93633.87
43,Female,Master's,Customer Service Manager,8,85620.45
25,Female,High School,Supply Chain Manager,2,27738.64
50,Male,Master's,HR Manager,19,127733.11
41,Female,PhD,Supply Chain Manager,13,122651.33
27,Male,Master's,Project Manager,1,85940.19
36,Male,PhD,Sales Manager,8,125076.02
25,Female,High School,Data Scientist,0,61415.78
36,Female,Master's,Frontend Developer,4,84891.49
18,Female,High School,Full Stack Developer,0,45134.02
39,Female,PhD,DevOps Engineer,7,149772.75
27,Female,High School,Data Scientist,0,61772.63
35,Male,Bachelor's,Content Writer,13,77347.94
60,Male,PhD,Full Stack Developer,1,131378.19
33,Male,Bachelor's,Financial Analyst,9,85532.71
41,Female,Master's,DevOps Engineer,13,144465.74
44,Female,PhD,Project Manager,6,112910.68
65,Male,PhD,Data Engineer,6,120364.27
59,Female,Master's,Graphic Designer,18,114760.85
44,Female,Master's,Content Writer,8,81825.42
36,Male,Master's,Data Scientist,2,111166.41
48,Male,PhD,Content Writer,4,72459.0
46,Female,PhD,Machine Learning Engineer,8,151361.89
43,Female,Bachelor's,Graphic Designer,7,68385.34
56,Male,Master's,Graphic Designer,19,118609.68
33,Female,High School,Supply Chain Manager,4,43207.49
43,Male,Bachelor's,Financial Analyst,20,105134.67
50,Female,Master's,DevOps Engineer,25,170423.84
42,Male,Master's,Full Stack Developer,14,143209.42
33,Male,High School,Graphic Designer,6,50255.36
61,Female,PhD,Data Scientist,19,178898.73
43,Female,Bachelor's,Marketing Manager,13,89682.59
35,Female,Master's,UX Designer,1,77857.32
18,Female,High School,HR Manager,0,31339.85
32,Male,Bachelor's,Marketing Manager,7,69473.22
55,Female,PhD,Software Engineer,15,153532.03
35,Female,High School,Software Engineer,6,70973.5
23,Male,Bachelor's,Financial Analyst,0,54805.68
43,Male,Master's,Machine Learning Engineer,4,108162.1
19,Female,High School,Frontend Developer,1,42606.63
51,Male,Master's,UX Designer,21,140533.44
32,Male,Bachelor's,Financial Analyst,6,78024.74
30,Male,Bachelor's,Operations Manager,3,61150.1
30,Female,High School,Network Engineer,10,65130.6
19,Male,High School,Data Scientist,0,44179.64
35,Female,PhD,Customer Service Manager,4,83030.65
35,Male,Bachelor's,Project Manager,11,84755.61
32,Male,Master's,Data Engineer,6,110510.55
27,Male,High School,Full Stack Developer,1,49693.47
57,Female,Master's,Customer Service Manager,12,98815.02
46,Male,PhD,Research Scientist,5,121042.55
49,Male,PhD,Software Engineer,7,141125.02
21,Male,High School,Data Analyst,3,46582.89
26,Female,High School,Project Manager,3,42894.2
53,Male,Master's,Sales Manager,1,92252.75
44,Male,Master's,Product Manager,13,115127.76
18,Male,High School,UX Designer,0,31381.39
29,Female,Master's,Sales Manager,2,90448.76
30,Female,High School,Business Analyst,6,58028.62
54,Male,PhD,Product Manager,20,158240.48
25,Male,Bachelor's,Backend Developer,1,79042.79
39,Female,PhD,Network Engineer,9,126888.4
25,Female,Master's,Full Stack Developer,0,103747.25
20,Female,High School,Software Engineer,1,53365.42
43,Male,Bachelor's,Backend Developer,16,105564.37
48,Male,Master's,Software Engineer,4,102358.75
54,Female,Bachelor's,Sales Manager,30,141045.32
43,Male,Bachelor's,Data Engineer,8,92967.83
46,Male,Bachelor's,Data Analyst,12,76591.22
33,Female,PhD,UX Designer,3,110905.63
33,Male,High School,Machine Learning Engineer,0,40299.56
20,Female,High School,Data Engineer,2,54093.78
51,Female,Bachelor's,Data Scientist,10,105518.87
59,Female,Master's,Customer Service Manager,30,124651.31
35,Male,PhD,Software Engineer,1,117823.77
59,Female,Master's,Customer Service Manager,33,158894.06
19,Female,High School,Marketing Manager,0,44248.42
34,Male,PhD,HR Manager,2,88141.54
30,Female,High School,HR Manager,3,41708.54
30,Male,PhD,Network Engineer,2,110512.49
57,Male,PhD,Full Stack Developer,21,189055.58
65,Male,PhD,Customer Service Manager,30,156105.91
30,Female,Bachelor's,Graphic Designer,1,38634.48
54,Male,PhD,Business Analyst,19,137469.15
49,Female,PhD,Marketing Manager,9,134022.3
59,Male,Master's,HR Manager,20,133293.55
40,Male,Bachelor's,Customer Service Manager,11,62404.09
31,Female,Master's,Operations Manager,5,74926.88
62,Female,PhD,Software Engineer,18,166708.34
25,Male,Bachelor's,Business Analyst,0,57492.37
40,Male,Bachelor's,Data Scientist,8,91810.16
29,Male,High School,Account Manager,7,44519.74
46,Female,Bachelor's,Customer Service Manager,7,54895.33
54,Female,PhD,Research Scientist,25,160796.38
18,Male,High School,Account Manager,0,44034.44
42,Female,PhD,Network Engineer,14,132598.15
34,Female,Bachelor's,Sales Manager,4,70880.33
54,Female,Bachelor's,Data Scientist,7,91423.38
45,Female,PhD,Marketing Manager,17,155215.51
28,Male,High School,Data Scientist,7,77864.11
42,Male,Bachelor's,Network Engineer,19,120829.06
55,Male,Master's,Customer Service Manager,22,114190.12
57,Male,Master's,Data Engineer,14,137381.84
62,Female,PhD,Data Analyst,34,193441.68
38,Male,Master's,Graphic Designer,14,98775.54
55,Male,Bachelor's,Product Manager,30,150338.84
52,Male,Master's,Data Scientist,7,115855.6
30,Female,High School,Software Engineer,4,49084.1
56,Female,Master's,Full Stack Developer,32,193958.96
42,Male,Bachelor's,Product Manager,16,113403.26
22,Male,Bachelor's,Graphic Designer,0,45695.53
34,Female,PhD,Content Writer,1,74473.34
22,Female,High School,Customer Service Manager,0,28068.25
23,Male,High School,Operations Manager,2,44732.49
38,Female,Bachelor's,Frontend Developer,13,89924.46
30,Male,High School,Research Scientist,10,60779.44
20,Male,High School,Customer Service Manager,2,39107.46
27,Male,High School,Project Manager,4,42361.75
52,Male,PhD,Full Stack Developer,12,156629.84
62,Male,PhD,Project Manager,18,154188.83
24,Male,Master's,Data Scientist,0,112025.12
27,Female,High School,HR Manager,3,42840.64
60,Male,PhD,Sales Manager,9,125020.61
29,Male,Bachelor's,Network Engineer,2,83175.16
63,Female,PhD,Graphic Designer,4,98816.44
49,Male,PhD,Graphic Designer,11,114493.99
28,Male,Bachelor's,HR Manager,2,56382.31
33,Female,Master's,UX Designer,9,109224.07
38,Female,PhD,Financial Analyst,0,112055.42
45,Male,PhD,Graphic Designer,11,100689.36
54,Female,Master's,DevOps Engineer,14,133932.53
23,Male,High School,Business Analyst,5,40118.84
34,Male,Bachelor's,Supply Chain Manager,4,69130.63
30,Male,High School,Data Scientist,12,77957.84
58,Female,Master's,Content Writer,34,146203.73
40,Female,Bachelor's,Data Engineer,4,71210.45
30,Male,High School,Graphic Designer,5,45439.96
54,Female,Bachelor's,Sales Manager,8,98327.41
31,Female,Bachelor's,Data Scientist,7,93551.02
26,Male,High School,Data Scientist,5,68824.91
55,Female,Bachelor's,Full Stack Developer,23,143374.36
28,Female,High School,Supply Chain Manager,1,31099.06
58,Female,Master's,Content Writer,11,79805.38
34,Female,High School,Financial Analyst,8,67611.71
50,Female,PhD,Full Stack Developer,11,151698.71
50,Male,Bachelor's,Data Analyst,5,72400.75
37,Male,Master's,Sales Manager,2,75508.06
25,Female,High School,Supply Chain Manager,6,61434.16
33,Female,High School,HR Manager,15,62779.75
29,Male,PhD,Marketing Manager,0,98263.37
30,Male,Bachelor's,Operations Manager,8,80662.81
55,Male,Bachelor's,Supply Chain Manager,25,124097.43
29,Female,Master's,Account Manager,1,89811.98
36,Female,Bachelor's,Account Manager,13,84020.43
33,Female,Bachelor's,Sales Manager,9,79066.62
65,Male,PhD,Machine Learning Engineer,4,135767.8
36,Male,PhD,HR Manager,1,80148.75
37,Male,PhD,Sales Manager,9,119757.04
30,Male,PhD,Data Analyst,2,105298.53
31,Female,High School,DevOps Engineer,8,65970.77
34,Male,High School,Full Stack Developer,13,79928.18
31,Female,High School,Full Stack Developer,2,42902.22
27,Female,Bachelor's,Business Analyst,2,67450.14
34,Male,High School,Machine Learning Engineer,3,68161.11
42,Female,Bachelor's,Product Manager,13,107793.09
40,Female,Master's,Account Manager,13,113349.11
49,Male,Master's,Backend Developer,24,144076.06
45,Female,Bachelor's,Business Analyst,17,96964.68
60,Female,Master's,Supply Chain Manager,22,144081.73
25,Male,High School,Product Manager,7,73434.77
54,Female,Bachelor's,Research Scientist,25,119335.13
23,Male,High School,Data Analyst,3,38019.29
52,Female,Bachelor's,Data Analyst,29,138212.13
19,Female,High School,Account Manager,1,37969.82
27,Female,Master's,Frontend Developer,1,104313.3
36,Male,Master's,Account Manager,0,72298.92
24,Male,Bachelor's,Content Writer,1,51182.78
49,Female,Master's,Machine Learning Engineer,11,132508.45
55,Male,Bachelor's,Data Analyst,0,48244.58
46,Male,Master's,Account Manager,8,87302.62
51,Female,Bachelor's,Operations Manager,29,135210.64
35,Female,High School,UX Designer,2,41895.02
34,Female,High School,Customer Service Manager,8,42464.08
43,Female,PhD,Graphic Designer,10,113239.08
65,Female,PhD,Product Manager,1,120864.09
36,Female,Bachelor's,Backend Developer,12,106598.1
57,Female,Master's,Financial Analyst,0,84376.0
28,Male,Master's,Full Stack Developer,4,115351.49
46,Female,Master's,Sales Manager,6,105214.98
53,Male,Bachelor's,Supply Chain Manager,12,83793.9
38,Male,Bachelor's,HR Manager,6,77743.09
33,Male,Master's,Data Analyst,1,71895.96
28,Female,PhD,DevOps Engineer,0,116736.16
55,Female,Master's,Machine Learning Engineer,11,126094.74
30,Female,Bachelor's,Full Stack Developer,0,73412.29
49,Male,Master's,Frontend Developer,21,137988.06
34,Female,High School,Customer Service Manager,14,76712.82
65,Female,PhD,DevOps Engineer,6,139133.37
35,Female,Master's,Financial Analyst,8,103794.77
47,Female,Master's,Backend Developer,5,126283.93
48,Female,Bachelor's,DevOps Engineer,22,130449.56
30,Male,Bachelor's,Supply Chain Manager,3,60113.5
39,Female,Master's,HR Manager,13,119815.18
52,Male,Bachelor's,Sales Manager,25,136301.62
59,Female,PhD,Full Stack Developer,8,140320.74
30,Male,High School,Data Scientist,1,59527.6
38,Male,Bachelor's,Frontend Developer,15,100539.25
59,Female,Master's,DevOps Engineer,35,178798.62
31,Female,High School,Graphic Designer,1,39186.32
40,Female,Bachelor's,Graphic Designer,11,75776.11
56,Male,PhD,Machine Learning Engineer,28,196251.34
32,Female,Bachelor's,Backend Developer,10,87900.22
32,Male,PhD,UX Designer,0,100702.88
41,Female,Master's,Frontend Developer,12,123168.85
57,Female,Master's,Sales Manager,28,149448.01
38,Male,Bachelor's,Sales Manager,2,64332.53
34,Male,PhD,Full Stack Developer,0,121735.65
61,Male,PhD,Business Analyst,5,111695.86
27,Female,Bachelor's,Project Manager,5,74692.65
36,Male,PhD,Software Engineer,2,141476.17
29,Female,High School,Frontend Developer,5,62604.87
59,Male,Master's,Customer Service Manager,28,132187.97
51,Female,Bachelor's,Data Engineer,20,112440.0
54,Male,Master's,Data Analyst,17,117393.32
47,Female,PhD,Business Analyst,11,127900.74
44,Female,Bachelor's,Research Scientist,9,89466.88
33,Female,High School,Software Engineer,15,84424.25
22,Male,Bachelor's,Backend Developer,0,54513.3
53,Male,PhD,Customer Service Manager,7,97607.17
42,Male,PhD,Backend Developer,4,120825.44
55,Female,Bachelor's,Content Writer,17,85853.48
40,Male,PhD,Marketing Manager,1,92461.93
31,Female,Master's,Business Analyst,7,93399.13
25,Male,Master's,Research Scientist,0,81136.45
23,Female,High School,Business Analyst,0,42825.32
25,Male,High School,Software Engineer,1,54078.31
41,Female,PhD,Project Manager,5,119091.77
53,Male,Master's,UX Designer,22,124588.27
22,Female,High School,Network Engineer,0,32437.58
34,Female,Bachelor's,Software Engineer,4,87765.23
25,Female,High School,Financial Analyst,6,55087.68
34,Male,PhD,Full Stack Developer,4,131417.58
47,Male,PhD,Content Writer,10,99197.9
26,Female,High School,HR Manager,7,39403.24
27,Male,Master's,Financial Analyst,1,83994.24
39,Female,Bachelor's,Financial Analyst,3,65496.43
19,Male,High School,DevOps Engineer,1,48788.35
33,Female,PhD,Network Engineer,5,115751.34
19,Male,High School,Customer Service Manager,1,28535.68
42,Female,PhD,Frontend Developer,5,120886.53
23,Female,Bachelor's,Supply Chain Manager,1,71592.03
56,Female,PhD,Research Scientist,17,169321.44
40,Male,PhD,Research Scientist,9,129019.72
59,Male,Master's,Data Engineer,10,129369.99
50,Female,Bachelor's,Research Scientist,9,88296.22
39,Female,PhD,Network Engineer,0,109475.05
42,Female,Bachelor's,HR Manager,2,50721.14
40,Female,Bachelor's,Content Writer,10,67585.92
31,Male,Master's,Data Scientist,1,105901.6
24,Female,High School,HR Manager,0,31371.92
19,Female,High School,Data Engineer,1,38644.21
29,Male,High School,Software Engineer,3,45491.97
53,Female,Bachelor's,Content Writer,5,65988.5
51,Male,PhD,Account Manager,22,149055.14
57,Male,Master's,Project Manager,2,92423.9
21,Female,High School,HR Manager,1,40124.34
55,Male,Bachelor's,Research Scientist,15,103458.05
29,Female,High School,Customer Service Manager,10,46463.57
34,Male,PhD,Research Scientist,1,110585.24
50,Female,Bachelor's,Research Scientist,11,97709.53
47,Female,Master's,Supply Chain Manager,13,108606.21
46,Female,Bachelor's,DevOps Engineer,24,136816.02
56,Male,PhD,Supply Chain Manager,12,136141.19
34,Female,High School,Software Engineer,4,56914.39
38,Female,Master's,Software Engineer,3,107584.45
59,Male,Master's,Product Manager,32,154755.62
32,Male,High School,Marketing Manager,5,49420.63
36,Female,Bachelor's,Data Analyst,4,87221.29
64,Male,PhD,Supply Chain Manager,13,128096.84
64,Female,PhD,Data Scientist,6,151440.17
33,Female,PhD,DevOps Engineer,0,129717.33
25,Female,High School,Data Scientist,0,41396.26
57,Female,Master's,Research Scientist,2,88466.44
31,Female,Bachelor's,Frontend Developer,0,60426.92
25,Female,High School,Machine Learning Engineer,6,68329.51
64,Female,PhD,Business Analyst,3,113055.2
30,Female,High School,Network Engineer,8,55888.91
63,Female,PhD,Machine Learning Engineer,12,150164.87
55,Male,Bachelor's,Data Analyst,15,97134.97
21,Female,High School,DevOps Engineer,3,61439.06
36,Female,Master's,Account Manager,5,76073.53
44,Female,Bachelor's,Account Manager,19,88391.61
50,Male,Bachelor's,HR Manager,1,55659.28
21,Male,High School,Account Manager,0,28969.86
40,Female,Bachelor's,Customer Service Manager,0,49033.16
29,Male,PhD,Supply Chain Manager,1,95817.2
35,Female,Bachelor's,Research Scientist,8,73129.11
23,Male,Bachelor's,Business Analyst,1,61627.89
25,Male,Bachelor's,Customer Service Manager,2,49800.85
20,Female,High School,Graphic Designer,1,32215.98
30,Female,Master's,Content Writer,0,43096.06
28,Male,High School,Sales Manager,7,68867.69
54,Male,Bachelor's,Data Scientist,29,146910.94
55,Male,Master's,Software Engineer,25,169821.3
46,Female,Master's,Financial Analyst,11,135924.18
27,Female,Master's,Software Engineer,2,101941.81
38,Female,Master's,Machine Learning Engineer,2,108106.86
61,Female,PhD,Financial Analyst,14,141390.28
49,Female,Bachelor's,Frontend Developer,9,80495.58
34,Female,Bachelor's,Customer Service Manager,2,50322.0
49,Male,Bachelor's,Content Writer,24,120296.28
28,Male,Master's,Sales Manager,4,81457.17
33,Female,Master's,Backend Developer,0,100350.89
33,Male,Master's,Marketing Manager,3,88357.96
23,Male,Bachelor's,Account Manager,1,56112.91
29,Female,Master's,Marketing Manager,5,107123.36
51,Female,PhD,Full Stack Developer,5,131279.53
24,Male,Bachelor's,Business Analyst,1,61032.75
42,Male,PhD,Network Engineer,11,138156.65
59,Female,PhD,Financial Analyst,20,164042.47
53,Male,PhD,Account Manager,24,149529.64
49,Male,Master's,Data Engineer,19,133455.97
32,Male,High School,Financial Analyst,7,49777.12
35,Male,High School,HR Manager,12,64058.75
52,Female,Master's,Network Engineer,12,120420.07
46,Male,PhD,Frontend Developer,1,103888.57
33,Male,PhD,Sales Manager,5,115635.7
47,Female,Bachelor's,Frontend Developer,13,77199.21
23,Male,High School,Frontend Developer,3,53724.02
29,Male,Bachelor's,Customer Service Manager,1,53050.69
51,Female,PhD,Supply Chain Manager,2,107194.16
46,Female,Bachelor's,Data Scientist,17,107488.74
43,Male,Bachelor's,Sales Manager,18,106160.83
31,Female,High School,Supply Chain Manager,4,43063.37
46,Male,PhD,Marketing Manager,5,117652.37
24,Female,Master's,Full Stack Developer,0,97334.39
33,Male,High School,Operations Manager,7,49511.38
33,Male,PhD,Financial Analyst,4,111837.74
59,Male,Master's,Sales Manager,13,118196.94
22,Female,High School,UX Designer,0,46094.59
19,Female,High School,Sales Manager,0,40210.2
51,Female,Bachelor's,Data Scientist,23,137304.88
27,Female,High School,Machine Learning Engineer,5,67261.88
27,Male,High School,Product Manager,7,49058.06
45,Female,Master's,Data Engineer,16,135117.71
21,Female,High School,Supply Chain Manager,0,42055.48
51,Female,Master's,Business Analyst,19,100526.9
32,Female,Master's,Full Stack Developer,7,110861.02
36,Female,Bachelor's,HR Manager,11,84262.79
24,Female,High School,Backend Developer,6,58767.51
